primary_threshold,secondary_threshold,macro_f1,macro_precision,macro_recall,micro_f1,micro_precision,micro_recall,accuracy,sample_f1,sample_precision,sample_recall,avg_assignments,n_predictions,n_samples_with_predictions,n_correct_predictions
0.3500000000000001,0.7,0.2881835650403448,0.3454344319391231,0.38508947961375034,0.31757059614522637,0.2342406876790831,0.49292671614100186,0.49292671614100186,0.49292671614100186,0.49292671614100186,0.49292671614100186,2.104359925788497,17248,16960,8502
0.3500000000000001,0.7499999999999999,0.24420441273808127,0.36952471871097925,0.31099009482455137,0.24156201301677513,0.1766361905783307,0.3819573283858998,0.3819573283858998,0.3819573283858998,0.3819573283858998,0.3819573283858998,2.1623956400742115,17248,17199,6588
0.3500000000000001,0.7999999999999998,0.20696782667256097,0.41521970614955833,0.2570612534266444,0.18343033332725184,0.13382850145089584,0.2914540816326531,0.2914540816326531,0.2914540816326531,0.2914540816326531,0.2914540816326531,2.177817717996289,17248,17247,5027
0.40000000000000013,0.44999999999999996,0.34700642925538233,0.45674226085718617,0.3170689244571982,0.4009319286871961,0.48002910737386806,0.3442138218923933,0.3442138218923933,0.3442138218923933,0.3442138218923933,0.3442138218923933,0.7170686456400742,17248,6955,5937
0.40000000000000013,0.49999999999999994,0.3910744618952798,0.4123132583575699,0.4255519559045536,0.4468079289131921,0.4227764267604905,0.4737360853432282,0.4737360853432282,0.4737360853432282,0.4737360853432282,0.4737360853432282,1.1205357142857142,17248,9794,8171
0.40000000000000013,0.5499999999999999,0.4033868082545218,0.37943881651002276,0.5074500314434212,0.4595277670256609,0.3783510179595816,0.5850533395176253,0.5850533395176253,0.5850533395176253,0.5850533395176253,0.5850533395176253,1.5463242115027829,17248,12655,10091
0.40000000000000013,0.5999999999999999,0.3916764752611998,0.35692269144581334,0.5386623854708458,0.44466536763828685,0.3383768080856987,0.6483070500927643,0.6483070500927643,0.6483070500927643,0.6483070500927643,0.6483070500927643,1.9159322820037106,17248,14921,11182
0.40000000000000013,0.6499999999999999,0.36352495525543205,0.34533175064976407,0.5143335494208953,0.4036081623673065,0.2951333958975734,0.6381609461966605,0.6381609461966605,0.6381609461966605,0.6381609461966605,0.6381609461966605,2.162279684601113,17248,16260,11007
0.40000000000000013,0.7,0.331146750930919,0.3481253194915576,0.4553231243017506,0.34444990521659763,0.2470043298761454,0.5688775510204082,0.5688775510204082,0.5688775510204082,0.5688775510204082,0.5688775510204082,2.3031076066790352,17248,16960,9812
0.40000000000000013,0.7499999999999999,0.3003259315360223,0.3674146835056369,0.3854120214669976,0.2759072719746102,0.1963759575721862,0.46370593692022266,0.46370593692022266,0.46370593692022266,0.46370593692022266,0.46370593692022266,2.361317254174397,17248,17199,7998
